,season,name,shoots,position,salary
6628,2008-09,Chris Paul,Right,Point Guard,4574189
6629,2009-10,Chris Paul,Right,Point Guard,13520500
6630,2010-11,Chris Paul,Right,Point Guard,14940153
6631,2011-12,Chris Paul,Right,Point Guard,16359805
6632,2012-13,Chris Paul,Right,Point Guard,17779458
6633,2013-14,Chris Paul,Right,Point Guard,18668431
6634,2014-15,Chris Paul,Right,Point Guard,20068563
6635,2015-16,Chris Paul,Right,Point Guard,21468696
6636,2016-17,Chris Paul,Right,Point Guard,22868827
6637,2017-18,Chris Paul,Right,Point Guard,24599495
6638,2003-04,Sasha Pavlovic,Right,Small Forward and Shooting Guard,1107960
6639,2004-05,Sasha Pavlovic,Right,Small Forward and Shooting Guard,1191000
6640,2005-06,Sasha Pavlovic,Right,Small Forward and Shooting Guard,1274160
6641,2006-07,Sasha Pavlovic,Right,Small Forward and Shooting Guard,1962206
6642,2007-08,Sasha Pavlovic,Right,Small Forward and Shooting Guard,4250000
6643,2008-09,Sasha Pavlovic,Right,Small Forward and Shooting Guard,4500000
6644,2009-10,Sasha Pavlovic,Right,Small Forward and Shooting Guard,1500000
6645,2009-10,Sasha Pavlovic,Right,Small Forward and Shooting Guard,1250000
6646,2010-11,Sasha Pavlovic,Right,Small Forward and Shooting Guard,134863
6647,2010-11,Sasha Pavlovic,Right,Small Forward and Shooting Guard,67432
6648,2011-12,Sasha Pavlovic,Right,Small Forward and Shooting Guard,1223166
6649,2012-13,Sasha Pavlovic,Right,Small Forward and Shooting Guard,1232713
6650,2015-16,Cameron Payne,Left,Point Guard,2021520
6651,2016-17,Cameron Payne,Left,Point Guard,2112480
6652,2017-18,Cameron Payne,Left,Point Guard,2203440
6653,2014-15,Elfrid Payton,Right,Point Guard,2397840
6654,2015-16,Elfrid Payton,Right,Point Guard,2505720
6655,2016-17,Elfrid Payton,Right,Point Guard,2613600
6656,2017-18,Elfrid Payton,Right,Point Guard,3332340
6657,1999-00,Gary Payton,Right,Point Guard,11020473
6658,2000-01,Gary Payton,Right,Point Guard,12200000
6659,2001-02,Gary Payton,Right,Point Guard,12926493
6660,2002-03,Gary Payton,Right,Point Guard,12636117
6661,2003-04,Gary Payton,Right,Point Guard,4917000
6662,2004-05,Gary Payton,Right,Point Guard,5408700
6663,2005-06,Gary Payton,Right,Point Guard,1138500
6664,2006-07,Gary Payton,Right,Point Guard,1178348
6665,2007-08,Oleksiy Pecherov,Right,Center,1345800
6666,2008-09,Oleksiy Pecherov,Right,Center,1446720
6667,2009-10,Oleksiy Pecherov,Right,Center,1547640
6668,1999-00,Anthony Peeler,Left,Shooting Guard,2495500
6669,2000-01,Anthony Peeler,Left,Shooting Guard,2740000
6670,2001-02,Anthony Peeler,Left,Shooting Guard,2978500
6671,2002-03,Anthony Peeler,Left,Shooting Guard,3350812
6672,2003-04,Anthony Peeler,Left,Shooting Guard,1070000
6673,2004-05,Anthony Peeler,Left,Shooting Guard,1600000
6674,2010-11,Nikola Pekovic,Right,Center,4000000
6675,2011-12,Nikola Pekovic,Right,Center,4503600
6676,2012-13,Nikola Pekovic,Right,Center,4837200
6677,2013-14,Nikola Pekovic,Right,Center,12100000
6678,2014-15,Nikola Pekovic,Right,Center,12100000
6679,2015-16,Nikola Pekovic,Right,Center,12100000
6680,2016-17,Nikola Pekovic,Right,Center,12100000
6681,2000-01,Mike Penberthy,Right,Point Guard,316969
6682,2001-02,Mike Penberthy,Right,Point Guard,28405
6683,2003-04,Kirk Penney,Right,Shooting Guard,8950
6684,1999-00,Will Perdue,Right,Center,5300000
6685,2000-01,Will Perdue,Right,Center,2250000
6686,2001-02,Will Perdue,Right,Center,1320000
6687,2003-04,Kendrick Perkins,Right,Center,814320
6688,2004-05,Kendrick Perkins,Right,Center,875400
6689,2005-06,Kendrick Perkins,Right,Center,936480
6690,2006-07,Kendrick Perkins,Right,Center,1689409
6691,2007-08,Kendrick Perkins,Right,Center,4480912
6692,2008-09,Kendrick Perkins,Right,Center,4578880
6693,2009-10,Kendrick Perkins,Right,Center,4250000
6694,2010-11,Kendrick Perkins,Right,Center,4640208
6695,2011-12,Kendrick Perkins,Right,Center,7123626
6696,2012-13,Kendrick Perkins,Right,Center,7800531
6697,2013-14,Kendrick Perkins,Right,Center,8477437
6698,2014-15,Kendrick Perkins,Right,Center,9654342
6699,2014-15,Kendrick Perkins,Right,Center,434547
6700,2015-16,Kendrick Perkins,Right,Center,1499200
6701,2017-18,Kendrick Perkins,Right,Center,13156
6702,1999-00,Sam Perkins,Left,Power Forward and Small Forward and Center,1925000
6703,2000-01,Sam Perkins,Left,Power Forward and Small Forward and Center,2250000
6704,2007-08,Kosta Perovic,Right,Center,1800000
6705,1999-00,Elliot Perry,Left,Point Guard,2000000
6706,2000-01,Elliot Perry,Left,Point Guard,1050000
6707,2000-01,Elliot Perry,Left,Point Guard,94000
6708,1999-00,Chuck Person,Right,Small Forward and Power Forward,510000
6709,2000-01,Chuck Person,Right,Small Forward and Power Forward,1200000
6710,1999-00,Wesley Person,Right,Small Forward and Shooting Guard,4900000
6711,2000-01,Wesley Person,Right,Small Forward and Shooting Guard,5600000
6712,2001-02,Wesley Person,Right,Small Forward and Shooting Guard,6300000
6713,2002-03,Wesley Person,Right,Small Forward and Shooting Guard,7000000
6714,2003-04,Wesley Person,Right,Small Forward and Shooting Guard,7700000
6715,2004-05,Wesley Person,Right,Small Forward and Shooting Guard,1600000
6716,2005-06,Wesley Person,Right,Small Forward and Shooting Guard,1760000
6717,2000-01,Morris Peterson,Left,Small Forward and Shooting Guard,898560
6718,2001-02,Morris Peterson,Left,Small Forward and Shooting Guard,966000
6719,2002-03,Morris Peterson,Left,Small Forward and Shooting Guard,1033320
6720,2003-04,Morris Peterson,Left,Small Forward and Shooting Guard,1646079
6721,2004-05,Morris Peterson,Left,Small Forward and Shooting Guard,4400000
6722,2005-06,Morris Peterson,Left,Small Forward and Shooting Guard,4550000
6723,2006-07,Morris Peterson,Left,Small Forward and Shooting Guard,4550000
6724,2007-08,Morris Peterson,Left,Small Forward and Shooting Guard,5356000
6725,2008-09,Morris Peterson,Left,Small Forward and Shooting Guard,5592240
6726,2009-10,Morris Peterson,Left,Small Forward and Shooting Guard,6212960
6727,2010-11,Morris Peterson,Left,Small Forward and Shooting Guard,6665000
6728,2005-06,Johan Petro,Right,Center,936600
6729,2006-07,Johan Petro,Right,Center,1006800
6730,2007-08,Johan Petro,Right,Center,1077120
6731,2008-09,Johan Petro,Right,Center,1939893
6732,2009-10,Johan Petro,Right,Center,884881
6733,2010-11,Johan Petro,Right,Center,3250000
6734,2011-12,Johan Petro,Right,Center,3250000
6735,2012-13,Johan Petro,Right,Center,3500000
6736,1999-00,Bobby Phills,Right,Shooting Guard,4060000
6737,2000-01,Bobby Phills,Right,Shooting Guard,4640000
6738,2001-02,Bobby Phills,Right,Shooting Guard,5220000
6739,1999-00,Eric Piatkowski,Right,Shooting Guard and Small Forward,2000000
6740,2000-01,Eric Piatkowski,Right,Shooting Guard and Small Forward,2200000
6741,2001-02,Eric Piatkowski,Right,Shooting Guard and Small Forward,3000000
6742,2002-03,Eric Piatkowski,Right,Shooting Guard and Small Forward,3000000
6743,2003-04,Eric Piatkowski,Right,Shooting Guard and Small Forward,2500000
6744,2004-05,Eric Piatkowski,Right,Shooting Guard and Small Forward,2750000
6745,2005-06,Eric Piatkowski,Right,Shooting Guard and Small Forward,3000000
6746,2006-07,Eric Piatkowski,Right,Shooting Guard and Small Forward,1178348
6747,2007-08,Eric Piatkowski,Right,Shooting Guard and Small Forward,1219590
6748,1999-00,Paul Pierce,Right,Shooting Guard and Small Forward,1503960
6749,2000-01,Paul Pierce,Right,Shooting Guard and Small Forward,1608840
6750,2001-02,Paul Pierce,Right,Shooting Guard and Small Forward,2051271
6751,2002-03,Paul Pierce,Right,Shooting Guard and Small Forward,10067750
6752,2003-04,Paul Pierce,Right,Shooting Guard and Small Forward,11326219
6753,2004-05,Paul Pierce,Right,Shooting Guard and Small Forward,12584688
6754,2005-06,Paul Pierce,Right,Shooting Guard and Small Forward,13843156
6755,2006-07,Paul Pierce,Right,Shooting Guard and Small Forward,15101625
6756,2007-08,Paul Pierce,Right,Shooting Guard and Small Forward,16360094
6757,2008-09,Paul Pierce,Right,Shooting Guard and Small Forward,18077903
6758,2009-10,Paul Pierce,Right,Shooting Guard and Small Forward,19795712
6759,2010-11,Paul Pierce,Right,Shooting Guard and Small Forward,13876321
6760,2011-12,Paul Pierce,Right,Shooting Guard and Small Forward,15333334
6761,2012-13,Paul Pierce,Right,Shooting Guard and Small Forward,16790345
6762,2013-14,Paul Pierce,Right,Shooting Guard and Small Forward,15333334
6763,2014-15,Paul Pierce,Right,Shooting Guard and Small Forward,5305000
6764,2015-16,Paul Pierce,Right,Shooting Guard and Small Forward,3400000
6765,2016-17,Paul Pierce,Right,Shooting Guard and Small Forward,3500000
6766,2017-18,Paul Pierce,Right,Shooting Guard and Small Forward,1096080
6767,1999-00,Ricky Pierce,Right,Point Guard and Shooting Guard,510000
6768,2003-04,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,1527946
6769,2004-05,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,1785960
6770,2005-06,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,1910520
6771,2006-07,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,2535260
6772,2007-08,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,3470770
6773,2008-09,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,5300000
6774,2009-10,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,5300000
6775,2010-11,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,5300000
6776,2011-12,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,5300000
6777,2011-12,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,1223166
6778,2012-13,Mickael Pietrus,Right,Point Guard and Small Forward and Shooting Guard,1005097
6779,1999-00,Ed Pinckney,Right,Power Forward and Small Forward,510000
6780,1999-00,Scottie Pippen,Right,Small Forward,14795642
6781,2000-01,Scottie Pippen,Right,Small Forward,13750000
6782,2001-02,Scottie Pippen,Right,Small Forward,18083564
6783,2002-03,Scottie Pippen,Right,Small Forward,19727524
6784,2003-04,Scottie Pippen,Right,Small Forward,4917000
6785,2004-05,Scottie Pippen,Right,Small Forward,5408700
6786,2010-11,Dexter Pittman,Right,Center,473604
6787,2011-12,Dexter Pittman,Right,Center,762195
6788,2012-13,Dexter Pittman,Right,Center,854389
6789,2003-04,Zoran Planinic,Right,Point Guard and Shooting Guard,980280
6790,2004-05,Zoran Planinic,Right,Point Guard and Shooting Guard,1053720
6791,2005-06,Zoran Planinic,Right,Point Guard and Shooting Guard,1127280
6792,2006-07,Zoran Planinic,Right,Point Guard and Shooting Guard,150000
6793,2015-16,Tibor Pleiss,Right,Center,3000000
6794,2016-17,Tibor Pleiss,Right,Center,3000000
6795,2017-18,Tibor Pleiss,Right,Center,500000
6796,2013-14,Mason Plumlee,Right,Center,1298640
6797,2014-15,Mason Plumlee,Right,Center,1357080
6798,2015-16,Mason Plumlee,Right,Center,1415520
6799,2016-17,Mason Plumlee,Right,Center,2328530
6800,2017-18,Mason Plumlee,Right,Center,14041096
6801,2012-13,Miles Plumlee,Right,Center,1073280
6802,2013-14,Miles Plumlee,Right,Center,1121520
6803,2014-15,Miles Plumlee,Right,Center,1169880
6804,2015-16,Miles Plumlee,Right,Center,2109294
6805,2016-17,Miles Plumlee,Right,Center,12500000
6806,2017-18,Miles Plumlee,Right,Center,12500000
6807,2004-05,Pavel Podkolzin,Right,Center,1061880
6808,2005-06,Pavel Podkolzin,Right,Center,1141560
6809,2006-07,Pavel Podkolzin,Right,Center,600000
6810,2016-17,Jakob Poeltl,Right,Center,2703960
6811,2017-18,Jakob Poeltl,Right,Center,2825640
6812,1999-00,Scot Pollard,Right,Center,1063680
6813,1999-00,Scot Pollard,Right,Center,1000000
6814,2000-01,Scot Pollard,Right,Center,3920000
6815,2001-02,Scot Pollard,Right,Center,4344187
6816,2002-03,Scot Pollard,Right,Center,4826874
6817,2003-04,Scot Pollard,Right,Center,5309563
6818,2004-05,Scot Pollard,Right,Center,5792250
6819,2005-06,Scot Pollard,Right,Center,6274937
6820,2006-07,Scot Pollard,Right,Center,2200000
6821,2007-08,Scot Pollard,Right,Center,1219590
6822,1999-00,Olden Polynice,Right,Center,2000000
6823,2000-01,Olden Polynice,Right,Center,2200000
6824,2003-04,Olden Polynice,Right,Center,1070000
6825,2010-11,Quincy Pondexter,Right,Small Forward and Shooting Guard,1073280
6826,2011-12,Quincy Pondexter,Right,Small Forward and Shooting Guard,1153800
6827,2012-13,Quincy Pondexter,Right,Small Forward and Shooting Guard,1234320
6828,2013-14,Quincy Pondexter,Right,Small Forward and Shooting Guard,2225479
6829,2014-15,Quincy Pondexter,Right,Small Forward and Shooting Guard,3146068
6830,2015-16,Quincy Pondexter,Right,Small Forward and Shooting Guard,3382023
6831,2016-17,Quincy Pondexter,Right,Small Forward and Shooting Guard,3617978
6832,2017-18,Quincy Pondexter,Right,Small Forward and Shooting Guard,3853931
6833,1999-00,Mark Pope,Right,Small Forward and Power Forward,460000
6834,2000-01,Mark Pope,Right,Small Forward and Power Forward,498500
6835,2001-02,Mark Pope,Right,Small Forward and Power Forward,590850
6836,2002-03,Mark Pope,Right,Small Forward and Power Forward,637435
6837,2003-04,Mark Pope,Right,Small Forward and Power Forward,751179
6838,2004-05,Mark Pope,Right,Small Forward and Power Forward,870046
6839,2000-01,Chris Porter,Right,Small Forward,316969
6840,2001-02,Chris Porter,Right,Small Forward,465850
6841,2013-14,Otto Porter,Right,Small Forward,4278000
6842,2014-15,Otto Porter,Right,Small Forward,4470480
6843,2015-16,Otto Porter,Right,Small Forward,4662960
6844,2016-17,Otto Porter,Right,Small Forward,5893981
6845,2017-18,Otto Porter,Right,Small Forward,24773250
6846,1999-00,Terry Porter,Right,Point Guard,2000000
6847,2000-01,Terry Porter,Right,Point Guard,2200000
6848,2001-02,Terry Porter,Right,Point Guard,2400000
6849,2015-16,Bobby Portis,Right,Power Forward,1391160
6850,2016-17,Bobby Portis,Right,Power Forward,1453680
6851,2017-18,Bobby Portis,Right,Power Forward,1516320
6852,2015-16,Kristaps Porzingis,Right,Power Forward,4131720
6853,2016-17,Kristaps Porzingis,Right,Power Forward,4317720
6854,2017-18,Kristaps Porzingis,Right,Power Forward,4503600
6855,1999-00,James Posey,Right,Power Forward and Shooting Guard and Small Forward,974520
6856,2000-01,James Posey,Right,Power Forward and Shooting Guard and Small Forward,1047600
6857,2001-02,James Posey,Right,Power Forward and Shooting Guard and Small Forward,1120680
6858,2002-03,James Posey,Right,Power Forward and Shooting Guard and Small Forward,1723606
6859,2003-04,James Posey,Right,Power Forward and Shooting Guard and Small Forward,4917000
6860,2004-05,James Posey,Right,Power Forward and Shooting Guard and Small Forward,5408700
6861,2005-06,James Posey,Right,Power Forward and Shooting Guard and Small Forward,5900400
6862,2006-07,James Posey,Right,Power Forward and Shooting Guard and Small Forward,6392100
6863,2007-08,James Posey,Right,Power Forward and Shooting Guard and Small Forward,3206000
6864,2008-09,James Posey,Right,Power Forward and Shooting Guard and Small Forward,5585000
6865,2009-10,James Posey,Right,Power Forward and Shooting Guard and Small Forward,6031800
6866,2010-11,James Posey,Right,Power Forward and Shooting Guard and Small Forward,7148800
6867,2011-12,James Posey,Right,Power Forward and Shooting Guard and Small Forward,7595600
6868,2000-01,Lavor Postell,Right,Shooting Guard,316969
6869,2001-02,Lavor Postell,Right,Shooting Guard,465850
6870,2002-03,Lavor Postell,Right,Shooting Guard,587435
6871,1999-00,Vitaly Potapenko,Right,Center,3810000
6872,2000-01,Vitaly Potapenko,Right,Center,4290000
6873,2001-02,Vitaly Potapenko,Right,Center,4762500
6874,2002-03,Vitaly Potapenko,Right,Center,5238750
6875,2003-04,Vitaly Potapenko,Right,Center,5715000
6876,2004-05,Vitaly Potapenko,Right,Center,6191250
6877,2005-06,Vitaly Potapenko,Right,Center,3320000
6878,2006-07,Vitaly Potapenko,Right,Center,3674584
6879,2006-07,Leon Powe,Right,Small Forward and Power Forward and Center,432000
6880,2007-08,Leon Powe,Right,Small Forward and Power Forward and Center,687456
6881,2008-09,Leon Powe,Right,Small Forward and Power Forward and Center,797581
6882,2009-10,Leon Powe,Right,Small Forward and Power Forward and Center,855189
6883,2010-11,Leon Powe,Right,Small Forward and Power Forward and Center,915852
6884,2014-15,Dwight Powell,Right,Power Forward and Center,507336
6885,2015-16,Dwight Powell,Right,Power Forward and Center,845059
6886,2016-17,Dwight Powell,Right,Power Forward and Center,8375000
6887,2017-18,Dwight Powell,Right,Power Forward and Center,9003125
6888,2005-06,Josh Powell,Right,Power Forward and Center,398762
6889,2006-07,Josh Powell,Right,Power Forward and Center,744551
6890,2007-08,Josh Powell,Right,Power Forward and Center,800000
6891,2008-09,Josh Powell,Right,Power Forward and Center,854957
6892,2009-10,Josh Powell,Right,Power Forward and Center,959111
6893,2010-11,Josh Powell,Right,Power Forward and Center,1069609
6894,2015-16,Norman Powell,Right,Shooting Guard,650000
6895,2016-17,Norman Powell,Right,Shooting Guard,874636
6896,2017-18,Norman Powell,Right,Shooting Guard,1471382
6897,2006-07,Roger Powell,Right,Small Forward,412718
6898,2016-17,Alex Poythress,Right,Power Forward,38903
6899,2016-17,Alex Poythress,Right,Power Forward,35381
6900,2017-18,Alex Poythress,Right,Power Forward,778668
6901,2014-15,Phil Pressey,Right,Point Guard,816482
6902,2015-16,Phil Pressey,Right,Point Guard,172739
6903,2015-16,Phil Pressey,Right,Point Guard,111444
6904,2016-17,Phil Pressey,Right,Point Guard,35000
6905,2009-10,A.J. Price,Right,Shooting Guard and Point Guard,457588
6906,2010-11,A.J. Price,Right,Shooting Guard and Point Guard,762195
6907,2011-12,A.J. Price,Right,Shooting Guard and Point Guard,854389
6908,2012-13,A.J. Price,Right,Shooting Guard and Point Guard,885120
6909,2014-15,A.J. Price,Right,Shooting Guard and Point Guard,62552
6910,1999-00,Brent Price,Right,Point Guard,2944000
6911,2000-01,Brent Price,Right,Point Guard,2880000
6912,2001-02,Brent Price,Right,Point Guard,3680000
6913,2002-03,Brent Price,Right,Point Guard,4048000
6914,2005-06,Ronnie Price,Right,Point Guard and Shooting Guard,398762
6915,2006-07,Ronnie Price,Right,Point Guard and Shooting Guard,664209
6916,2007-08,Ronnie Price,Right,Point Guard and Shooting Guard,1100000
6917,2008-09,Ronnie Price,Right,Point Guard and Shooting Guard,1188000
6918,2009-10,Ronnie Price,Right,Point Guard and Shooting Guard,1250000
6919,2010-11,Ronnie Price,Right,Point Guard and Shooting Guard,1380000
6920,2011-12,Ronnie Price,Right,Point Guard and Shooting Guard,1069509
6921,2013-14,Ronnie Price,Right,Point Guard and Shooting Guard,1265977
6922,2014-15,Ronnie Price,Right,Point Guard and Shooting Guard,1316809
6923,2015-16,Ronnie Price,Right,Point Guard and Shooting Guard,1499187
6924,2016-17,Ronnie Price,Right,Point Guard and Shooting Guard,2557545
6925,2016-17,Ronnie Price,Right,Point Guard and Shooting Guard,465143
6926,2017-18,Ronnie Price,Right,Point Guard and Shooting Guard,2442455
6927,2012-13,Pablo Prigioni,Right,Point Guard,473604
6928,2013-14,Pablo Prigioni,Right,Point Guard,1591350
6929,2014-15,Pablo Prigioni,Right,Point Guard,1662961
6930,2015-16,Pablo Prigioni,Right,Point Guard,981348
6931,2016-17,Pablo Prigioni,Right,Point Guard,1050961
6932,2002-03,Tayshaun Prince,Left,Small Forward,903360
6933,2003-04,Tayshaun Prince,Left,Small Forward,971160
6934,2004-05,Tayshaun Prince,Left,Small Forward,1038960
6935,2005-06,Tayshaun Prince,Left,Small Forward,1763115
6936,2006-07,Tayshaun Prince,Left,Small Forward,7851240
6937,2007-08,Tayshaun Prince,Left,Small Forward,8675620
6938,2008-09,Tayshaun Prince,Left,Small Forward,9500000
6939,2009-10,Tayshaun Prince,Left,Small Forward,10324380
6940,2010-11,Tayshaun Prince,Left,Small Forward,11148760
6941,2011-12,Tayshaun Prince,Left,Small Forward,6292135
6942,2012-13,Tayshaun Prince,Left,Small Forward,6764045
6943,2013-14,Tayshaun Prince,Left,Small Forward,7235955
6944,2014-15,Tayshaun Prince,Left,Small Forward,7707865
6945,2015-16,Tayshaun Prince,Left,Small Forward,1499187
6946,1999-00,Laron Profit,Right,Small Forward and Shooting Guard and Point Guard,301875
6947,2000-01,Laron Profit,Right,Small Forward and Shooting Guard and Point Guard,508000
6948,2001-02,Laron Profit,Right,Small Forward and Shooting Guard and Point Guard,630850
6949,2004-05,Laron Profit,Right,Small Forward and Shooting Guard and Point Guard,745046
6950,2005-06,Laron Profit,Right,Small Forward and Shooting Guard and Point Guard,745248
6951,2007-08,Gabe Pruitt,Right,Point Guard and Shooting Guard,650000
6952,2008-09,Gabe Pruitt,Right,Point Guard and Shooting Guard,711517
6953,2000-01,Joel Przybilla,Right,Center,1619880
6954,2001-02,Joel Przybilla,Right,Center,1741440
6955,2002-03,Joel Przybilla,Right,Center,1862880
6956,2003-04,Joel Przybilla,Right,Center,2373309
6957,2004-05,Joel Przybilla,Right,Center,1500000
6958,2005-06,Joel Przybilla,Right,Center,1560000
6959,2006-07,Joel Przybilla,Right,Center,5215000
6960,2007-08,Joel Przybilla,Right,Center,5762575
6961,2008-09,Joel Przybilla,Right,Center,6310150
6962,2009-10,Joel Przybilla,Right,Center,6857725
6963,2010-11,Joel Przybilla,Right,Center,7405300
6964,2011-12,Joel Przybilla,Right,Center,1145027
6965,2012-13,Joel Przybilla,Right,Center,1352181
6966,2017-18,Rodney Purvis,Right,Shooting Guard,161280
6967,2017-18,Zhou Qi,Right,Power Forward and Center,815615
6968,2017-18,Tim Quarterman,Right,Shooting Guard,96406
6969,2006-07,Chris Quinn,Right,Point Guard and Shooting Guard,412718
6970,2007-08,Chris Quinn,Right,Point Guard and Shooting Guard,687456
6971,2008-09,Chris Quinn,Right,Point Guard and Shooting Guard,972581
6972,2009-10,Chris Quinn,Right,Point Guard and Shooting Guard,1055000
6973,2010-11,Chris Quinn,Right,Point Guard and Shooting Guard,861978
6974,2017-18,Ivan Rabb,Right,Power Forward,950000
6975,1999-00,Dino Radja,Right,Power Forward and Center,2270500
6976,2001-02,Vladimir Radmanovic,Right,Small Forward and Power Forward,1452000
6977,2002-03,Vladimir Radmanovic,Right,Small Forward and Power Forward,1560840
6978,2003-04,Vladimir Radmanovic,Right,Small Forward and Power Forward,1669800
6979,2004-05,Vladimir Radmanovic,Right,Small Forward and Power Forward,2300984
6980,2005-06,Vladimir Radmanovic,Right,Small Forward and Power Forward,3166155
6981,2006-07,Vladimir Radmanovic,Right,Small Forward and Power Forward,5215000
6982,2007-08,Vladimir Radmanovic,Right,Small Forward and Power Forward,5632200
6983,2008-09,Vladimir Radmanovic,Right,Small Forward and Power Forward,6049400
6984,2009-10,Vladimir Radmanovic,Right,Small Forward and Power Forward,6466600
6985,2010-11,Vladimir Radmanovic,Right,Small Forward and Power Forward,6883800
6986,2011-12,Vladimir Radmanovic,Right,Small Forward and Power Forward,1352181
6987,2012-13,Vladimir Radmanovic,Right,Small Forward and Power Forward,1352181
6988,1999-00,Aleksandar Radojevic,Right,Center,1325760
6989,2000-01,Aleksandar Radojevic,Right,Center,1425120
6990,2001-02,Aleksandar Radojevic,Right,Center,1524600
6991,2004-05,Aleksandar Radojevic,Right,Center,720046
6992,2014-15,Miroslav Raduljica,Right,Center,300000
6993,2014-15,Miroslav Raduljica,Right,Center,96100
6994,2015-16,Miroslav Raduljica,Right,Center,300000
6995,2016-17,Miroslav Raduljica,Right,Center,300000
6996,2017-18,Miroslav Raduljica,Right,Center,252043
6997,2002-03,Igor Rakocevic,Right,Point Guard,349458
6998,2004-05,Peter John Ramos,Right,Center,600000
6999,2005-06,Peter John Ramos,Right,Center,660000
7000,2006-07,Peter John Ramos,Right,Center,384776
7001,2016-17,Chasson Randle,Right,Point Guard,297311
7002,2016-17,Chasson Randle,Right,Point Guard,243860
7003,2014-15,Julius Randle,Left,Power Forward and Center,2997360
7004,2015-16,Julius Randle,Left,Power Forward and Center,3132240
7005,2016-17,Julius Randle,Left,Power Forward and Center,3267120
7006,2017-18,Julius Randle,Left,Power Forward and Center,4149242
7007,2008-09,Anthony Randolph,Left,Power Forward and Center,1709280
7008,2009-10,Anthony Randolph,Left,Power Forward and Center,1837560
7009,2010-11,Anthony Randolph,Left,Power Forward and Center,1965720
7010,2011-12,Anthony Randolph,Left,Power Forward and Center,2911231
7011,2012-13,Anthony Randolph,Left,Power Forward and Center,1674641
7012,2013-14,Anthony Randolph,Left,Power Forward and Center,1750000
7013,2014-15,Anthony Randolph,Left,Power Forward and Center,1825359
7014,2005-06,Shavlik Randolph,Right,Power Forward,398762
7015,2006-07,Shavlik Randolph,Right,Power Forward,1000000
7016,2007-08,Shavlik Randolph,Right,Power Forward,1080000
7017,2008-09,Shavlik Randolph,Right,Power Forward,826269
7018,2009-10,Shavlik Randolph,Right,Power Forward,255054
7019,2009-10,Shavlik Randolph,Right,Power Forward,88488
7020,2014-15,Shavlik Randolph,Right,Power Forward,1227985
7021,2001-02,Zach Randolph,Left,Power Forward and Center,1019280
7022,2002-03,Zach Randolph,Left,Power Forward and Center,1095720
7023,2003-04,Zach Randolph,Left,Power Forward and Center,1172160
7024,2004-05,Zach Randolph,Left,Power Forward and Center,1504272
7025,2005-06,Zach Randolph,Left,Power Forward and Center,10666667
7026,2006-07,Zach Randolph,Left,Power Forward and Center,12000000
7027,2007-08,Zach Randolph,Left,Power Forward and Center,13333333
7028,2008-09,Zach Randolph,Left,Power Forward and Center,14666667
7029,2009-10,Zach Randolph,Left,Power Forward and Center,16000000
7030,2010-11,Zach Randolph,Left,Power Forward and Center,17666666
7031,2011-12,Zach Randolph,Left,Power Forward and Center,15200000
7032,2012-13,Zach Randolph,Left,Power Forward and Center,16500000
7033,2013-14,Zach Randolph,Left,Power Forward and Center,17800000
7034,2014-15,Zach Randolph,Left,Power Forward and Center,16500000
7035,2015-16,Zach Randolph,Left,Power Forward and Center,9638555
7036,2016-17,Zach Randolph,Left,Power Forward and Center,10361445
7037,2017-18,Zach Randolph,Left,Power Forward and Center,12307692
7038,2017-18,Xavier Rathan-Mayes,Right,Shooting Guard,46080
7039,1999-00,Theo Ratliff,Right,Center and Power Forward,7031250
7040,2000-01,Theo Ratliff,Right,Center and Power Forward,7800000
7041,2001-02,Theo Ratliff,Right,Center and Power Forward,9667969
7042,2002-03,Theo Ratliff,Right,Center and Power Forward,9375000
7043,2003-04,Theo Ratliff,Right,Center and Power Forward,10156250
7044,2004-05,Theo Ratliff,Right,Center and Power Forward,10937500
7045,2005-06,Theo Ratliff,Right,Center and Power Forward,11666666
7046,2006-07,Theo Ratliff,Right,Center and Power Forward,11666666
7047,2007-08,Theo Ratliff,Right,Center and Power Forward,11666666
7048,2008-09,Theo Ratliff,Right,Center and Power Forward,1262275
7049,2009-10,Theo Ratliff,Right,Center and Power Forward,1306455
7050,2010-11,Theo Ratliff,Right,Center and Power Forward,1352181
7051,2010-11,Andy Rautins,Right,Shooting Guard,600000
7052,2011-12,Andy Rautins,Right,Shooting Guard,788872
7053,2006-07,Allan Ray,Right,Shooting Guard,412718
7054,2001-02,Zeljko Rebraca,Right,Center,3500000
7055,2002-03,Zeljko Rebraca,Right,Center,3850000
7056,2003-04,Zeljko Rebraca,Right,Center,4200000
7057,2004-05,Zeljko Rebraca,Right,Center,2500000
7058,2005-06,Zeljko Rebraca,Right,Center,3000000
7059,2006-07,Zeljko Rebraca,Right,Center,3240000
